日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2017/6/29,'002230,科大讯飞,40.05,41.58,37.21,37.4,37.8,2.25,5.9524,9.2276,120193509,4792899763,55617179801,52166845268
2017/6/28,'002230,科大讯飞,37.8,38.45,36.08,36.77,36.14,1.66,4.5932,7.0845,92278470,3424408415,52492619138,49236123623
2017/6/27,'002230,科大讯飞,36.14,36.49,35.71,36.3,36.39,-0.25,-0.687,3.2953,42922349,1548432313,50187387716,47073902321
2017/6/26,'002230,科大讯飞,36.39,36.39,33.9,33.9,33.63,2.76,8.207,6.148,80080011,2841359747,50534561123,47399538060
2017/6/23,'002230,科大讯飞,33.63,33.74,32.75,33.05,33.18,0.45,1.3562,2.873,37421718,1243573707,46701766710,43804519509
2017/6/22,'002230,科大讯飞,33.18,34.9,32.25,32.38,32.28,0.9,2.7881,4.6922,61117659,2055665367,46076854577,43218375181
2017/6/21,'002230,科大讯飞,32.28,32.5,31.71,32.26,31.95,0.33,1.0329,1.5743,20505334,658261232.9,44827030312,42046086523
2017/6/20,'002230,科大讯飞,31.95,32.38,31.89,32.3,32.17,-0.22,-0.6839,1.3744,17902232,575088443.5,44368761415,41616247348
2017/6/19,'002230,科大讯飞,32.17,32.35,31.72,31.81,31.75,0.42,1.3228,1.527,19889889,638244584,44674274013,41902806798
2017/6/16,'002230,科大讯飞,31.75,32.24,31.66,32.07,32.07,-0.32,-0.9978,1.2153,15830441,504515402.3,44091022689,41355738758
2017/6/15,'002230,科大讯飞,32.07,32.3,31.02,31.08,31.08,0.99,3.1853,2.5138,32742719,1043083492,44535404650,41772552503
2017/6/14,'002230,科大讯飞,31.08,31.25,30.67,30.99,30.99,0.09,0.2904,0.9173,11948633,369611604.1,43160597958,40483034979
2017/6/13,'002230,科大讯飞,30.99,31.1,30.42,30.5,30.58,0.41,1.3407,0.9354,12184435,376621660.1,43035615532,40365806114
2017/6/12,'002230,科大讯飞,30.58,31.29,30.5,31.2,31.35,-0.77,-2.4561,1.1687,15222473,470096850.6,42466251144,39831763503
2017/6/9,'002230,科大讯飞,31.35,31.61,30.67,31,30.98,0.37,1.1943,1.6544,21548783,671497497.3,43535545238,40834721577
2017/6/8,'002230,科大讯飞,30.98,31.39,30.9,31.32,31.3,-0.32,-1.0224,1.3442,17508391,545197385.9,43021728595,40352780684
2017/6/7,'002230,科大讯飞,31.3,31.32,30.72,30.9,30.85,0.45,1.4587,2.0107,26190225,813736804.9,43466110556,40769594429
2017/6/6,'002230,科大讯飞,30.85,30.94,30.21,30.21,30.2,0.65,2.1523,1.5366,20014404,613681755.9,42841198424,40183450100
2017/6/5,'002230,科大讯飞,30.2,30.76,30.08,30.23,30.14,0.06,0.1991,1.2365,16106256,489601568.1,41938547566,39336797181
2017/6/2,'002230,科大讯飞,30.14,30.24,28.62,29.52,29.79,0.35,1.1749,1.358,17688846,521455954.8,41855225948,39258644603
2017/6/1,'002230,科大讯飞,29.79,30.47,29.6,29.79,29.82,-0.03,-0.1006,1.513,19707568,592517987.9,41369183178,38802754570
2017/5/31,'002230,科大讯飞,29.82,30.87,29.8,30.36,29.91,-0.09,-0.3009,1.5815,20599239,626291769.1,41410843987,38841830859
2017/5/26,'002230,科大讯飞,29.91,30.33,29.61,29.84,29.84,0.07,0.2346,1.6117,20992662,629482510.8,41535826414,38959059724
2017/5/25,'002230,科大讯飞,29.84,30,28.62,28.85,28.93,0.91,3.1455,1.8296,23831103,701216087.8,41438617860,38867881718
2017/5/24,'002230,科大讯飞,28.93,28.93,27.88,28.4,28.3,0.63,2.2261,1.2294,16013825,457299603.8,40174906658,37682567630
2017/5/23,'002230,科大讯飞,28.3,29.68,28.27,29.48,29.4,-1.1,-3.7415,1.5875,20677641,593108486,39300029672,36861965570
2017/5/22,'002230,科大讯飞,29.4,29.94,29.23,29.33,29.35,0.05,0.1704,1.0731,13978110,412925564,40827592663,38294762818
2017/5/19,'002230,科大讯飞,29.35,29.99,29.01,29.86,29.8,-0.45,-1.5101,1.2339,16071522,472705700.7,40758157982,38229635671
2017/5/18,'002230,科大讯飞,29.8,30.19,29.48,29.5,29.86,-0.06,-0.2009,1.3377,17423741,521166021.5,41383070114,38815779999
2017/5/17,'002230,科大讯飞,29.86,30.27,29.6,30,29.98,-0.12,-0.4003,1.4802,19280171,575837071.9,39608995222,38893932577
2017/5/16,'002230,科大讯飞,29.98,30,28.8,29.16,29.17,0.81,2.7768,1.9234,25053754,738068840.8,39768174037,39050237731
2017/5/15,'002230,科大讯飞,29.17,29.43,28.7,28.71,28.3,0.87,3.0742,1.9741,25713499,750677069.9,38693717034,37995177939
2017/5/12,'002230,科大讯飞,28.3,28.34,27.7,27.87,27.91,0.39,1.3973,1.3679,17817605,500536262.7,37539670622,36861965570
2017/5/11,'002230,科大讯飞,27.91,28.57,27.05,28.35,28.51,-0.6,-2.1045,2.4099,31389485,874497069.8,37022339473,36353973818
2017/5/10,'002230,科大讯飞,28.51,29.47,28.33,29.09,29,-0.49,-1.6897,1.9389,25255458,730218132.2,37818233549,37135499590
2017/5/9,'002230,科大讯飞,29,30.11,28.71,29.9,30,-1,-3.3333,2.5535,33260510,972102490.8,38468213712,37773745637
2017/5/8,'002230,科大讯飞,30,30.99,30,30.38,30.47,-0.47,-1.5425,1.4864,19360885,589575862.9,39794703840,39076288590
2017/5/5,'002230,科大讯飞,30.47,31.37,30.33,30.95,30.95,-0.48,-1.5509,1.6099,20969280,646280069.5,40418154200,39688483778
2017/5/4,'002230,科大讯飞,30.95,31.83,30.95,31.37,31.6,-0.65,-2.057,1.0296,13410529,422283222.5,41054869462,40313704395
2017/5/3,'002230,科大讯飞,31.6,32.09,31.2,31.2,31.3,0.3,0.9585,1.2792,16662659,529116942,41917088045,41160357315
2017/5/2,'002230,科大讯飞,31.3,31.72,31.17,31.63,31.7,-0.4,-1.2618,0.9006,11730702,368223115,41519141006,40769594429
2017/4/28,'002230,科大讯飞,31.7,31.87,31.35,31.63,31.61,0.09,0.2847,1.0362,13496821,427340937.8,42049737058,41290611610
2017/4/27,'002230,科大讯飞,31.61,31.87,30.68,31.6,31.76,-0.15,-0.4723,1.8216,23727569,742169905.2,41930352946,41173382744
2017/4/26,'002230,科大讯飞,31.76,32.39,30.9,30.91,30.86,0.9,2.9164,2.0047,26112719,828898045.5,42129326465,41368764187
2017/4/25,'002230,科大讯飞,30.86,31.4,30.7,30.76,30.87,-0.01,-0.0324,1.2858,16748715,520974440.7,40935485350,40196475530
2017/4/24,'002230,科大讯飞,30.87,31.18,29.81,30.75,30.57,0.3,0.9814,1.7466,22750144,693683426.8,40948750251,40209500959
2017/4/21,'002230,科大讯飞,30.57,31.08,30.52,31.05,30.96,-0.39,-1.2597,0.8652,11268986,346337059.4,40550803213,39818738073
2017/4/20,'002230,科大讯飞,31.06,31.15,30.62,30.9,30.81,0.25,0.8114,1.4059,18312829,566158492.8,41200783376,40456984120
2017/4/19,'002230,科大讯飞,30.81,30.89,30.2,30.59,30.44,0.37,1.2155,1.7575,22892165,700429193.9,40869160844,40131348382
2017/4/18,'002230,科大讯飞,30.44,31.95,30.25,31.5,32.71,-2.27,-6.9398,3.9087,50912080,1583135998,40378359496,39649407489
2017/4/17,'002230,科大讯飞,32.71,33,31.91,32.46,32.57,0.14,0.4298,1.2049,15694556,511405396.3,43389492087,42606179993
2017/4/14,'002230,科大讯飞,32.57,33.13,32.5,32.83,32.84,-0.27,-0.8222,1.1517,15001106,491528494.9,43203783469,42423823979
2017/4/13,'002230,科大讯飞,32.84,33.27,32.54,32.54,32.36,0.48,1.4833,1.3566,17670205,581230787.5,43561935804,42775510577
2017/4/12,'002230,科大讯飞,32.36,33.14,32.3,32.92,33.19,-0.83,-2.5008,1.5393,20050423,657397907.8,42925220542,42150289959
2017/4/11,'002230,科大讯飞,33.19,33.39,32.22,32.99,33,0.19,0.5758,2.6309,34268224,1126288130,44026207348,43231400610
2017/4/10,'002230,科大讯飞,33,35.13,32.84,35.13,35.17,-2.17,-6.17,4.5368,59093633,1989373955,43774174224,42983917449
2017/4/7,'002230,科大讯飞,35.17,35.85,35.12,35.14,35.35,-0.18,-0.5092,1.8532,24138418,854157039.8,46652657802,45810435657
2017/4/6,'002230,科大讯飞,35.35,35.98,35.21,35.8,35.81,-0.46,-1.2846,2.1056,27425911,976084688.7,46891426025,46044893389
2017/4/5,'002230,科大讯飞,35.81,36.2,34.85,34.9,35.1,0.71,2.0228,3.1611,41174584,1476778046,47501611484,46644063147
2017/3/31,'002230,科大讯飞,35.1,35.48,34.59,34.75,34.64,0.46,1.3279,2.1466,27960193,979624958.5,46559803493,45719257650
2017/3/30,'002230,科大讯飞,34.64,35.38,34.5,34.7,34.93,-0.29,-0.8302,2.6593,34638366,1208495816,45949618034,45120087892
2017/3/29,'002230,科大讯飞,34.93,35.7,34.85,35.47,35.27,-0.34,-0.964,2.3749,30934609,1091079309,46334300171,45497825348
2017/3/28,'002230,科大讯飞,35.27,36,35.08,36,36.04,-0.77,-2.1365,2.3368,30438346,1077324215,46785306815,45940689952
2017/3/27,'002230,科大讯飞,36.04,36.78,35.83,36.18,36.28,-0.24,-0.6615,2.6684,34756459,1259420406,47806704213,46943648026
2017/3/24,'002230,科大讯飞,36.28,36.7,35.38,35.38,35.6,0.68,1.9101,4.0569,52842323,1910334928,48125061844,47256258335
2017/3/23,'002230,科大讯飞,35.6,36.3,34.85,35.76,35.93,-0.33,-0.9185,3.6472,47505916,1688662825,47223048557,46370529127
2017/3/22,'002230,科大讯飞,35.93,36.25,34.5,34.7,35.04,0.89,2.54,5.1081,66535807,2352654957,47660790299,46800368301
2017/3/21,'002230,科大讯飞,35.04,35.85,33.4,33.62,33.48,1.56,4.6595,5.5068,71727984,2503850870,46480214085,45641105073
2017/3/20,'002230,科大讯飞,33.48,34,33.06,33.61,33.61,-0.13,-0.3868,2.2205,28923293,969475849.1,44410889485,43609138066
2017/3/17,'002230,科大讯飞,33.61,35.05,33.58,34.91,34.5,-0.89,-2.5797,3.0415,39616618,1361921364,44583333202,43778468650
2017/3/16,'002230,科大讯飞,34.5,34.55,33.76,33.92,33.75,0.75,2.2222,2.8449,37055946,1265238438,45763909416,44937731879
2017/3/15,'002230,科大讯飞,33.75,34.25,33.5,34.18,34.4,-0.65,-1.8895,3.0422,39625389,1340872457,44397618548,43960824664
2017/3/14,'002230,科大讯飞,34.4,35.59,34.01,34.4,34.59,-0.19,-0.5493,4.2582,55464573,1925068385,45252683794,44807477583
2017/3/13,'002230,科大讯飞,34.59,35.97,34.34,34.98,34.22,0.37,1.0812,4.862,63329446,2222599591,45502625943,45054960744
2017/3/10,'002230,科大讯飞,34.22,34.6,33.31,33.7,33.6,0.62,1.8452,3.395,44220941,1501834370,45015896495,44573019852
2017/3/9,'002230,科大讯飞,33.6,35.12,33.6,33.81,33.69,-0.09,-0.2671,5.0928,66336306,2277120152,44200295798,43765443221
2017/3/8,'002230,科大讯飞,33.69,34.23,33.33,33.8,34.37,-0.68,-1.9785,4.6728,60864987,2048670251,44318689448,43882672087
2017/3/7,'002230,科大讯飞,34.37,35.11,31.65,31.94,31.92,2.45,7.6754,9.2115,119984296,4049744731,45213219244,44768401295
2017/3/6,'002230,科大讯飞,31.92,32.5,31.03,31.5,30.81,1.11,3.6027,4.016,52310214,1659238083,41990281009,41577171060
2017/3/3,'002230,科大讯飞,30.81,30.98,30.11,30.36,30.33,0.48,1.5826,1.5706,20457403,626065101.9,40530092665,40131348382
2017/3/2,'002230,科大讯飞,30.33,31.2,30.32,30.72,30.58,-0.25,-0.8175,1.2964,16886139,518958593.5,39898659868,39506127765
2017/3/1,'002230,科大讯飞,30.58,30.97,30.5,30.76,30.76,-0.18,-0.5852,0.9854,12834629,393749351.6,40227531117,39831763503
2017/2/28,'002230,科大讯飞,30.76,31.27,30.4,31,31.14,-0.38,-1.2203,1.6024,20871484,641422272.7,40464318415,40066221234
2017/2/27,'002230,科大讯飞,31.14,31.56,30.56,30.68,30.76,0.38,1.2354,2.6896,35032547,1094280029,40964202713,40561187556
2017/2/24,'002230,科大讯飞,30.76,31.3,30.61,30.75,30.32,0.44,1.4512,2.0109,26192671,810624817.7,40464318415,40066221234
2017/2/23,'002230,科大讯飞,30.32,30.78,30.24,30.78,30.79,-0.47,-1.5265,1.2904,16808007,510918661.5,39885505018,39493102335
2017/2/22,'002230,科大讯飞,30.79,31.04,30.3,30.51,30.59,0.2,0.6538,2.5083,32672164,1003042099,40503782965,40105297523
2017/2/21,'002230,科大讯飞,30.59,30.84,29.4,29.58,29.5,1.09,3.6949,3.0715,40007974,1216169112,40240685967,39844788932
2017/2/20,'002230,科大讯飞,29.5,29.78,29.22,29.3,29.2,0.3,1.0274,0.7905,10296017,303587642.5,38806807323,38425017114
2017/2/17,'002230,科大讯飞,29.2,29.91,29.2,29.82,29.95,-0.75,-2.5042,1.0496,13670993,403707564.2,38412161825,38034254228
2017/2/16,'002230,科大讯飞,29.95,30.17,29.13,29.35,29.28,0.67,2.2883,1.7024,22174101,657164261.4,39398775570,39011161442
2017/2/15,'002230,科大讯飞,29.28,29.64,29.15,29.48,29.42,-0.14,-0.4759,1.0351,13483246,396038403.7,38517400624,38138457664
2017/2/14,'002230,科大讯飞,29.42,29.83,29.3,29.35,29.29,0.13,0.4438,1.1291,14706985,434411403.9,38701568524,38320813677
2017/2/13,'002230,科大讯飞,29.29,29.68,29.16,29.32,29.45,-0.16,-0.5433,1.1646,15169946,445800089.6,38530555474,38151483093
2017/2/10,'002230,科大讯飞,29.45,30.14,29.22,29.91,29.95,-0.5,-1.6694,1.526,19876533,587317008.4,38741033073,38359889966
2017/2/9,'002230,科大讯飞,29.95,30.35,29.74,30.16,30.01,-0.06,-0.1999,1.3068,17021155,510771338.2,39398775570,39011161442
2017/2/8,'002230,科大讯飞,30.01,30.45,29.59,29.75,29.76,0.25,0.8401,1.8617,24249270,729621697.7,39477704670,39089314020
2017/2/7,'002230,科大讯飞,29.76,30.12,29.4,29.8,29.96,-0.2,-0.6676,2.0223,26341275,783728347.9,39148833421,38763678281
2017/2/6,'002230,科大讯飞,29.96,30.5,27.78,28.08,28.06,1.9,6.7712,3.8488,50131991,1471657533,39411930420,39024186872
2017/2/3,'002230,科大讯飞,28.06,28.28,27.06,27.21,27.03,1.03,3.8106,1.3194,17185848,480025373.6,36912508932,36549355261
2017/1/26,'002230,科大讯飞,27.03,27.21,26.91,26.91,26.82,0.21,0.783,0.3856,5022650,136108208,35557559388,35207736020
2017/1/25,'002230,科大讯飞,26.82,26.92,26.66,26.7,26.73,0.09,0.3367,0.2561,3335396,89527228.66,35281307539,34934202000
2017/1/24,'002230,科大讯飞,26.73,26.99,26.71,26.89,26.87,-0.14,-0.521,0.264,3438255,92142054.74,35162913890,34816973134
2017/1/23,'002230,科大讯飞,26.87,27.13,26.74,26.75,26.75,0.12,0.4486,0.3775,4917284,132316434.9,35347081789,34999329147
2017/1/20,'002230,科大讯飞,26.75,26.93,26.4,26.46,26.38,0.37,1.4026,0.4941,6435767,172276552.2,35189223590,34843023993
2017/1/19,'002230,科大讯飞,26.38,26.74,26.35,26.6,26.5,-0.12,-0.4528,0.3557,4633769,123081102.4,34702494142,34361083100
2017/1/18,'002230,科大讯飞,26.5,26.8,26.48,26.58,26.82,-0.32,-1.1931,0.389,5067110,134975345.1,34860352341,34517388255
2017/1/17,'002230,科大讯飞,26.82,26.95,26.1,26.46,26.44,0.38,1.4372,0.6307,8215265,218599911.8,35281307539,34934202000
2017/1/16,'002230,科大讯飞,26.44,26.98,25.3,26.98,27.1,-0.66,-2.4354,0.9084,11832118,312978212.1,34781423241,34439235677
2017/1/13,'002230,科大讯飞,27.1,27.56,27.03,27.44,27.44,-0.34,-1.2391,0.4612,5992525,163227250.6,35562227843,35211498532
2017/1/12,'002230,科大讯飞,27.44,28.04,27.38,27.92,27.83,-0.39,-1.4014,0.558,7250155,200623681.7,36008396015,35653266410
2017/1/11,'002230,科大讯飞,27.83,28.4,27.81,28.25,27.74,0.09,0.3244,0.7941,10318445,289847663.4,36520177154,36160000153
2017/1/10,'002230,科大讯飞,27.74,28.16,27.71,27.98,27.94,-0.2,-0.7158,0.5509,7158094,199994566.6,36402073814,36043061597
2017/1/9,'002230,科大讯飞,27.94,28.11,27.76,27.82,27.79,0.15,0.5398,0.4834,6280380,175422757.4,36664525680,36302925055
2017/1/6,'002230,科大讯飞,27.79,28.17,27.68,28.17,28.12,-0.33,-1.1735,0.6531,8486382,235935586.2,36467686781,36108027461
2017/1/5,'002230,科大讯飞,28.12,28.83,28.08,28.33,28.02,0.1,0.3569,1.1384,14791482,420862754.5,36900732360,36536802167
2017/1/4,'002230,科大讯飞,28.02,28.08,27.26,27.26,27.39,0.63,2.3001,1.0798,14029479,390936888,36769506427,36406870438
2017/1/3,'002230,科大讯飞,27.39,27.58,27.2,27.29,27.09,0.3,1.1074,0.5814,7554768,207142381.7,35942783049,35588300546
2016/12/30,'002230,科大讯飞,27.09,27.1,26.9,27.02,26.94,0.15,0.5568,0.3853,5006340,135341456.8,35549105250,35198505359
2016/12/29,'002230,科大讯飞,26.94,27.12,26.74,26.88,26.85,0.09,0.3352,0.3981,5173105,139483757.5,35352266350,35003607766
2016/12/28,'002230,科大讯飞,26.85,27.18,26.79,26.96,26.93,-0.08,-0.2971,0.3772,4900969,132214642.4,35234163011,34886669210
2016/12/27,'002230,科大讯飞,26.93,27.24,26.81,26.89,26.82,0.11,0.4101,0.4174,5422767,146570782.6,35339143757,34990614593
2016/12/26,'002230,科大讯飞,26.82,26.9,26.22,26.9,26.95,-0.13,-0.4824,0.7017,9116793,241925211,35194795231,34847689691
2016/12/23,'002230,科大讯飞,26.95,27.52,26.91,27.38,27.37,-0.42,-1.5345,0.5853,7604636,206700297.2,35365388944,35016600939
2016/12/22,'002230,科大讯飞,27.37,27.62,27.21,27.62,27.6,-0.23,-0.8333,0.5284,6865127,187910144.4,35916537862,35562314200
2016/12/21,'002230,科大讯飞,27.6,27.7,27.43,27.51,27.5,0.1,0.3636,0.5277,6856948,188815395.1,36218357508,35861157176
2016/12/20,'002230,科大讯飞,27.5,27.69,27.37,27.57,27.56,-0.06,-0.2177,0.3681,4782888,131407667.9,36087131575,35731225448
2016/12/19,'002230,科大讯飞,27.56,27.8,27.47,27.8,27.86,-0.3,-1.0768,0.4446,5773440,159289511.2,36144856907,35788174257
2016/12/16,'002230,科大讯飞,27.86,27.96,27.37,27.51,27.5,0.36,1.3091,0.8003,10368357,287952312.7,36453094242,36092528980
2016/12/15,'002230,科大讯飞,27.5,27.75,27.19,27.34,27.34,0.16,0.5852,0.6537,8468136,232628239.4,35982056413,35626150285
2016/12/14,'002230,科大讯飞,27.34,27.75,27.31,27.6,27.56,-0.22,-0.7983,0.5998,7770053,213674232.5,35772706266,35418870865
2016/12/13,'002230,科大讯飞,27.56,27.77,27.32,27.32,27.3,0.26,0.9524,0.7789,10091172,278124734.4,36060562717,35703880067
2016/12/12,'002230,科大讯飞,27.3,28.46,27.3,28.46,28.52,-1.22,-4.2777,1.4357,18599756,518168901.5,35720368730,35367051010
2016/12/9,'002230,科大讯飞,28.52,28.98,28.48,28.97,28.88,-0.36,-1.2465,0.7938,10284086,294500359.3,37316663596,36947556587
2016/12/8,'002230,科大讯飞,28.88,29.26,28.82,29.23,29.16,-0.28,-0.9602,0.5097,6603584,191662446.4,37787701425,37413935281
2016/12/7,'002230,科大讯飞,29.16,29.2,28.89,28.9,28.89,0.27,0.9346,0.6024,7803584,226701231.7,38154064181,37776674266
2016/12/6,'002230,科大讯飞,28.89,29.2,28.78,29.05,28.92,-0.03,-0.1037,0.5043,6533238,189334752.3,37426890245,37426890245
2016/12/5,'002230,科大讯飞,28.92,29.45,28.8,28.98,29.1,-0.18,-0.6186,0.8243,10679033,310440688.7,37465755136,37465755136
2016/12/2,'002230,科大讯飞,29.1,29.72,29.1,29.67,29.66,-0.56,-1.8881,0.8736,11317584,331998397.5,37698944483,37698944483
2016/12/1,'002230,科大讯飞,29.66,29.83,29.53,29.68,29.68,-0.02,-0.0674,0.6978,9040016,268180892.9,38424422453,38424422453
2016/11/30,'002230,科大讯飞,29.68,29.97,29.39,29.41,29.5,0.18,0.6102,0.7934,10278176,305303181.8,38450332380,38450332380
2016/11/29,'002230,科大讯飞,29.5,29.8,29.45,29.8,29.8,-0.3,-1.0067,0.9034,11703063,346302413.5,38217143033,38217143033
2016/11/28,'002230,科大讯飞,29.8,30.19,29.78,30.15,29.93,-0.13,-0.4343,0.7081,9173340,274564765.1,38605791945,38605791945
2016/11/25,'002230,科大讯飞,29.93,29.97,29.26,29.67,29.71,0.22,0.7405,0.7838,10153642,301150857.4,38774206474,38774206474
2016/11/24,'002230,科大讯飞,29.71,30.34,29.59,30.26,30.16,-0.45,-1.492,1.3599,17618037,526108587.1,38489197272,38489197272
2016/11/23,'002230,科大讯飞,30.16,30.57,30.11,30.54,30.48,-0.32,-1.0499,0.8997,11655546,352508289.7,39072170640,39072170640
2016/11/22,'002230,科大讯飞,30.48,30.48,30.08,30.4,30.36,0.12,0.3953,0.9421,12204543,369348087.7,39486729480,39486729480
2016/11/21,'002230,科大讯飞,30.36,30.57,30.12,30.25,30.11,0.25,0.8303,1.1149,14443395,438748021.1,39331269915,39331269915
2016/11/18,'002230,科大讯飞,30.11,30.43,30.04,30.22,30.1,0.01,0.0332,0.6052,7839911,236842453.3,39007395821,39007395821
2016/11/17,'002230,科大讯飞,30.1,30.38,29.97,30.3,30.45,-0.35,-1.1494,1.0094,13076757,393746087.2,38994440857,38994440857
2016/11/16,'002230,科大讯飞,30.45,30.95,30.41,30.82,30.74,-0.29,-0.9434,1.1225,14542511,444968572.6,39447864588,39447864588
2016/11/15,'002230,科大讯飞,30.74,30.8,30.01,30.3,30.18,0.56,1.8555,1.6516,21396793,650563060.4,39823558537,39823558537
2016/11/14,'002230,科大讯飞,30.18,30.45,29.99,30,29.85,0.33,1.1055,1.1818,15309824,462645767.8,39098080567,39098080567
2016/11/11,'002230,科大讯飞,29.85,29.93,29.6,29.93,29.81,0.04,0.1342,0.812,10519591,312997399.7,38670566764,38670566764
2016/11/10,'002230,科大讯飞,29.81,30.08,29.51,29.51,29.26,0.55,1.8797,1.0142,13138888,392204276.8,38618746909,38618746909
2016/11/9,'002230,科大讯飞,29.26,29.99,29.01,29.85,29.85,-0.59,-1.9765,1.0805,13998058,412673572.7,37906223903,37906223903
2016/11/8,'002230,科大讯飞,29.85,30.1,29.7,29.87,29.63,0.22,0.7425,0.7498,9713162,290264675.5,38670566764,38670566764
2016/11/7,'002230,科大讯飞,29.63,30.02,29.55,29.89,29.87,-0.24,-0.8035,0.8789,11386607,338029091.4,38385557562,38385557562
2016/11/4,'002230,科大讯飞,29.87,30.36,29.85,30.26,30.25,-0.38,-1.2562,0.8497,11008002,330512666.3,38696476691,38696476691
2016/11/3,'002230,科大讯飞,30.25,30.58,30,30.02,29.98,0.27,0.9006,1.2814,16600349,504058936.8,39188765314,39188765314
2016/11/2,'002230,科大讯飞,29.98,30.6,29.9,30.18,30.18,-0.2,-0.6627,1.1762,15237953,460957668.6,38838981293,38838981293
2016/11/1,'002230,科大讯飞,30.18,30.28,29.85,30.13,29.98,0.2,0.6671,0.9881,12800866,384674712.9,39098080567,39098080567
2016/10/31,'002230,科大讯飞,29.98,30.19,29.62,29.9,29.91,0.07,0.234,0.9595,12429782,371170179.5,38838981293,38838981293
2016/10/28,'002230,科大讯飞,29.91,30.68,29.91,30.33,30.4,-0.49,-1.6118,1.0897,14116905,427182011.2,38748296546,38748296546
2016/10/27,'002230,科大讯飞,30.4,30.68,30.1,30.43,30.46,-0.06,-0.197,1.0357,13417416,406810883.2,39383089770,39383089770
2016/10/26,'002230,科大讯飞,30.46,31.3,30.42,31.26,31.25,-0.79,-2.528,1.8165,23533023,723820399.8,39460819552,39460819552
2016/10/25,'002230,科大讯飞,31.25,31.48,30.6,30.71,30.84,0.41,1.3294,2.4733,32041801,997915019.3,40484261688,40484261688
2016/10/24,'002230,科大讯飞,30.84,31.48,30.7,31,30.01,0.83,2.7657,3.4919,45237895,1406173578,39953108174,39953108174
2016/10/21,'002230,科大讯飞,30.01,30.54,29.83,30.48,30.43,-0.42,-1.3802,1.5965,20682093,622771879.1,38877846184,38877846184
2016/10/20,'002230,科大讯飞,30.43,30.45,29.37,29.6,29.42,1.01,3.433,2.9753,38544725,1161005300,39421954661,39421954661
2016/10/19,'002230,科大讯飞,29.42,30.32,29.38,29.7,29.14,0.28,0.9609,2.24,29019562,866813239.2,38113503323,38113503323
2016/10/18,'002230,科大讯飞,29.14,29.14,28.65,28.87,28.9,0.24,0.8304,1.1272,14602611,422634309,37750764338,37750764338
2016/10/17,'002230,科大讯飞,28.9,29.5,28.81,29.35,29.32,-0.42,-1.4325,0.6101,7896011,230151555.5,37403586835,37403586835
2016/10/14,'002230,科大讯飞,29.32,29.45,29.02,29.1,29.16,0.16,0.5487,0.7004,9064912,264904819.6,37947168374,37947168374
2016/10/13,'002230,科大讯飞,29.16,29.29,29.07,29.18,29.23,-0.07,-0.2395,0.5895,7629569,222398952.3,37740089692,37740089692
2016/10/12,'002230,科大讯飞,29.23,29.48,29.15,29.25,29.34,-0.11,-0.3749,0.5878,7607413,222669271.8,37830686616,37830686616
2016/10/11,'002230,科大讯飞,29.34,29.6,29.2,29.3,29.29,0.05,0.1707,0.7317,9469513,278047491.6,37973053209,37973053209
2016/10/10,'002230,科大讯飞,29.29,29.35,28.69,28.69,28.43,0.86,3.025,0.8742,11314468,329327784.6,37908341121,37908341121
2016/9/30,'002230,科大讯飞,28.43,28.49,28.29,28.42,28.43,0,0,0.4166,5392125,153086259.1,36795293208,36795293208
2016/9/29,'002230,科大讯飞,28.43,28.72,28.41,28.49,28.42,0.01,0.0352,0.448,5797661,165581848.8,36795293208,36795293208
2016/9/28,'002230,科大讯飞,28.42,28.67,28.41,28.59,28.54,-0.12,-0.4205,0.3514,4548250,129664807.5,36782350791,36782350791
2016/9/27,'002230,科大讯飞,28.54,28.62,28.1,28.32,28.3,0.24,0.8481,0.6431,8322874,236265267.4,36937659802,36937659802
2016/9/26,'002230,科大讯飞,28.3,29.14,28.3,28.98,29.03,-0.73,-2.5146,0.8092,10473530,300707206.6,36627041780,36627041780
2016/9/23,'002230,科大讯飞,29.03,29.52,29.02,29.41,29.39,-0.36,-1.2249,0.5548,7181096,209711577.3,37571838264,37571838264
2016/9/22,'002230,科大讯飞,29.39,29.65,29.27,29.47,29.27,0.12,0.41,0.5676,7346046,216298696.6,38037765297,38037765297
2016/9/21,'002230,科大讯飞,29.27,29.49,29.11,29.14,29.13,0.14,0.4806,0.4873,6306214,184847511.5,37882456286,37882456286
2016/9/20,'002230,科大讯飞,29.13,29.4,29.04,29.35,29.28,-0.15,-0.5123,0.3757,4862046,141798367.1,37701262440,37701262440
2016/9/19,'002230,科大讯飞,29.28,29.64,29.19,29.22,29.09,0.19,0.6531,0.5618,7270584,213752730.9,37895398704,37895398704
2016/9/14,'002230,科大讯飞,29.09,29.65,28.81,28.97,29.03,0.06,0.2067,0.7352,9514753,277908118.4,37649492769,37649492769
2016/9/13,'002230,科大讯飞,29.03,29.14,28.83,29.02,28.83,0.2,0.6937,0.6279,8126991,235478360.2,37571838264,37571838264
2016/9/12,'002230,科大讯飞,28.83,29.4,28.72,29,29.76,-0.93,-3.125,1.3604,17607208,511390566.5,37312989912,37312989912
2016/9/9,'002230,科大讯飞,29.76,30.25,29.71,30.18,30.16,-0.4,-1.3263,0.8902,11521071,344397418.1,38516634748,38516634748
